Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
"441,""D Vrandečić, M Krötzsch"",""Wikidata: a free collaborative knowledgebase"",2014,""Communications of the ACM"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2629489"",""https://scholar.google.com/scholar?cites=18328856736941226159&as_sdt=2005&sciodt=0,5&hl=en&num=20"",1,""2018-06-19"","""","""","""","""",,,,,441,110.25,221,2,4"
"64,""D Vrandečić"",""Wikidata: A new platform for collaborative data collection"",2012,""Proceedings of the 21st International Conference on …"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2188242"",""https://scholar.google.com/scholar?cites=5271187023223057146&as_sdt=2005&sciodt=0,5&hl=en&num=20"",2,""2018-06-19"","""","""","""","""",,,,,64,10.67,64,1,6"
"99,""F Erxleben, M Günther, M Krötzsch, J Mendez…"",""Introducing Wikidata to the linked data web"",2014,""International Semantic …"",""Springer"",""https://link.springer.com/chapter/10.1007/978-3-319-11964-9_4"",""https://scholar.google.com/scholar?cites=9336225093049343878&as_sdt=2005&sciodt=0,5&hl=en&num=20"",3,""2018-06-19"","""","""","""","""",,,,,99,24.75,20,5,4"
"37,""T Pellissier Tanon, D Vrandečić, S Schaffert…"",""From freebase to wikidata: The great migration"",2016,""Proceedings of the 25th …"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2874809"",""https://scholar.google.com/scholar?cites=15103452369810929664&as_sdt=2005&sciodt=0,5&hl=en&num=20"",4,""2018-06-19"","""","""","""","""",,,,,37,18.50,9,4,2"
"32,""D Hernández, A Hogan, M Krötzsch"",""Reifying RDF: What works well with wikidata?"",2015,""SSWS@ ISWC"",""ceur-ws.org"",""http://ceur-ws.org/Vol-1457/SSWS2015_paper3.pdf"",""https://scholar.google.com/scholar?cites=3287317583794523792&as_sdt=2005&sciodt=0,5&hl=en&num=20"",5,""2018-06-19"",""PDF"","""","""","""",,,,,32,10.67,11,3,3"
"30,""M Färber, F Bartscherer, C Menne…"",""Linked data quality of dbpedia, freebase, opencyc, wikidata, and yago"",2016,""Semantic Web"",""content.iospress.com"",""https://content.iospress.com/articles/semantic-web/sw275"",""https://scholar.google.com/scholar?cites=7917174529298313953&as_sdt=2005&sciodt=0,5&hl=en&num=20"",6,""2018-06-19"","""","""","""","""",,,,,30,15.00,8,4,2"
"18,""T Steiner"",""Bots vs. wikipedians, anons vs. logged-ins (redux): A global study of edit activity on wikipedia and wikidata"",2014,""Proceedings of The International Symposium on Open …"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2641613"",""https://scholar.google.com/scholar?cites=6992634588561165184&as_sdt=2005&sciodt=0,5&hl=en&num=20"",7,""2018-06-19"","""","""","""","""",,,,,18,4.50,18,1,4"
"23,""M Färber, B Ell, C Menne…"",""A comparative survey of dbpedia, freebase, opencyc, wikidata, and yago"",2015,""Semantic Web …"",""pdfs.semanticscholar.org"",""https://pdfs.semanticscholar.org/d1c8/993db306408254baeedf66d85df8f4cb8b91.pdf"",""https://scholar.google.com/scholar?cites=7524189356977718946&as_sdt=2005&sciodt=0,5&hl=en&num=20"",8,""2018-06-19"",""PDF"","""","""","""",,,,,23,7.67,6,4,3"
"18,""D Hernández, A Hogan, C Riveros, C Rojas…"",""Querying wikidata: Comparing sparql, relational and graph databases"",2016,""International Semantic …"",""Springer"",""https://link.springer.com/chapter/10.1007/978-3-319-46547-0_10"",""https://scholar.google.com/scholar?cites=15005082490374140775&as_sdt=2005&sciodt=0,5&hl=en&num=20"",9,""2018-06-19"","""","""","""","""",,,,,18,9.00,4,5,2"
"13,""F Brasileiro, JPA Almeida, VA Carvalho…"",""Applying a multi-level modeling theory to assess taxonomic hierarchies in Wikidata"",2016,""Proceedings of the 25th …"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2891117"",""https://scholar.google.com/scholar?cites=850071691362770185&as_sdt=2005&sciodt=0,5&hl=en&num=20"",10,""2018-06-19"","""","""","""","""",,,,,13,6.50,3,4,2"
"15,""C Müller-Birn, B Karran, J Lehmann…"",""Peer-production system or collaborative ontology engineering effort: What is Wikidata?"",2015,""Proceedings of the 11th …"",""dl.acm.org"",""https://dl.acm.org/citation.cfm?id=2789836"",""https://scholar.google.com/scholar?cites=17320395396311788015&as_sdt=2005&sciodt=0,5&hl=en&num=20"",11,""2018-06-19"","""","""","""","""",,,,,15,5.00,4,4,3"
